,Hostname,Letter,Earth Radii,Earth Masses,Density (g/m^3),Semi-Major Axis,Orbital Period,Eccentricity,Spectral Type,Star Radius,Star Temperature,Star Mass,Planet Type
25196,Kepler-663,b,2.6,,,,4.99678284,,,0.82,5264.0,0.86,icy
25197,Kepler-104,d,2.59,,,,51.75529576,,,1.03,6032.0,1.01,icy
25198,Kepler-11,e,,,,,31.9954389,,,1.13,5820.0,1.05,?
25199,Kepler-696,b,,,,,4.19042431,,,1.21,5726.07,1.02,?
25200,Kepler-623,b,,,,,9.07098194,,,0.82,5297.0,0.91,?
25201,Kepler-65,c,,,,,5.85994028,,,1.51,6149.0,1.17,?
25202,Kepler-910,b,0.805,,,,,,,1.51,6230.0,,rocky
25203,Kepler-93,b,1.642,,,,,,,0.94,5594.0,,rocky
25204,Kepler-80,c,2.594,,,,,,,0.68,4665.0,,icy
25205,Kepler-1460,b,1.89,,,0.1614,29.9633247,0.0,,0.64,4463.0,0.62,rocky
25206,Kepler-11,d,3.26,,,0.1528,22.68714105,0.0,,1.05,5657.0,0.92,icy
25207,Kepler-765,b,,,,,27.6652847,,,1.17,5811.0,1.04,?
25208,Kepler-268,c,,,,,83.4463485,,,1.33,6005.31,1.11,?
25209,Kepler-795,b,,,,,29.6193891,,,1.04,5595.29,0.99,?
25210,Kepler-11,f,,,,,46.6856205,,,1.13,5820.0,1.05,?
25211,Kepler-10,c,2.323,,,,45.294292,0.05,,1.09,5706.0,1.02,icy
25212,Kepler-449,b,2.056,,,,12.58242,0.03,,,5649.18,,rocky
25213,Kepler-278,b,4.59,,,,30.15856,0.04,,2.97,4904.79,,icy
25214,Kepler-338,d,2.66,,,,44.4287,0.03,,1.9,5860.88,1.06,icy
25215,K2-289,b,5.19,,,,13.156974,,,0.54,3816.0,,icy
25216,K2-265,b,1.63,,,,2.3690438,,,0.81,5261.0,,rocky
25217,Kepler-108,c,7.8,,,,190.3216564,,,2.11,5824.0,1.36,gassy
25218,Kepler-809,b,2.7,,,0.286,55.63765,0.0,,0.9,5908.0,1.01,icy
25219,Kepler-825,c,2.14,,,0.083,8.181943,0.0,,1.09,6290.0,1.12,rocky
25220,Kepler-1609,b,,,,,114.3371399,,,1.71,5826.0,1.05,?
25221,Kepler-1201,b,,,,,15.18727049,,,1.0,5912.0,1.08,?
25222,Kepler-1208,b,,,,,11.08507658,,,0.75,4862.0,0.79,?
25223,Kepler-1617,b,,,,,27.4784659,,,1.38,5988.14,1.1,?
25224,Kepler-159,b,,,,,10.13958818,,,0.7,4477.0,0.7,?
25225,Kepler-939,b,1.77,,,0.118,14.87712,0.0,,0.88,5841.0,0.99,rocky
25226,Kepler-1561,b,0.89,,,0.0194,1.00520701,0.0,,0.86,5717.0,0.96,rocky
25227,Kepler-1594,b,1.04,,,0.0391,2.71603809,0.0,,1.01,6191.0,1.07,rocky
25228,Kepler-937,c,2.4,,,0.5542,153.343364,0.0,,1.08,6126.0,0.96,icy
25229,Kepler-204,b,2.23,,,0.1156,14.40094471,0.0,,1.04,6095.0,0.99,icy
25230,Kepler-31,b,5.28,,,0.1571,20.86021267,0.0,,1.16,6505.0,1.19,icy
25231,Kepler-831,b,1.19,,,0.0585,5.62153941,0.0,,0.91,5628.0,0.85,rocky
25232,Kepler-830,b,1.57,,,0.0968,11.29695137,0.0,,1.0,6241.0,0.95,rocky
25233,Kepler-704,b,2.59,,,0.047,3.76182115,0.0,,0.95,5653.0,0.97,icy
25234,Kepler-244,c,2.0,,,0.0857,9.76734365,0.0,,0.8,5565.0,0.88,rocky
25235,Kepler-1644,b,1.8,,,0.142,21.0907758,0.0,,0.82,5722.0,0.86,rocky
25236,Kepler-876,b,,,,,5.1443645,,,0.89,5023.0,0.84,?
25237,Kepler-304,c,,,,,5.31595449,,,0.71,4677.0,0.75,?
25238,Kepler-536,b,,,,,1.82708193,,,0.86,5500.86,0.96,?
25239,Kepler-964,b,4.15,,,0.114,13.5225106,0.0,,1.63,5659.0,1.08,icy
25240,Kepler-1604,b,1.39,,,0.0142,0.68368426,0.0,,0.75,5017.0,0.81,rocky
25241,Kepler-914,b,1.32,,,0.0546,4.40966548,0.0,,1.15,5862.0,1.12,rocky
25242,Kepler-502,b,,,,,4.28686623,,,1.39,5981.0,1.1,?
25243,Kepler-476,b,,,,,14.00643492,,,,5884.49,,?
25244,Kepler-498,b,3.03,,,,9.61375356,,,0.96,5744.0,0.98,icy
25245,Kepler-18,c,4.91,,,0.0729,7.64156759,0.0,,1.05,5356.0,0.88,icy
25246,Kepler-463,b,3.14,,,0.078,8.98101493,0.0,,0.97,5666.0,0.79,icy
25247,Kepler-115,c,,,,,8.99089293,,,1.17,6056.56,1.13,?
25248,Kepler-198,b,,,,,17.78999569,,,0.95,5569.29,0.98,?
25249,Kepler-543,b,2.5,,,,13.89961966,,,0.67,4671.0,0.7,icy
25250,Kepler-189,c,2.743,,,,,,,0.76,5045.0,,icy
25251,Kepler-722,b,2.63,,,,4.09357325,,,1.05,5863.0,1.03,icy
25252,Kepler-29,b,2783.7,,,0.092,10.3392924,0.0,,0.87,5716.0,0.97,gassy
25253,Kepler-29,c,2.78,,,0.1087,13.28689997,0.0,,0.87,5730.0,0.97,icy
25254,Kepler-229,b,2.65,,,0.0617,6.25296225,0.0,,0.85,5031.0,0.8,icy
25255,Kepler-1048,b,1.67,,,0.061,6.921029,0.0,,0.61,4557.0,0.64,rocky
25256,Kepler-988,b,,,,,17.76076524,,,0.64,3961.0,0.62,?
25257,Kepler-1006,b,2.6,,,0.149,19.76191,0.0,,1.21,6321.0,1.14,icy
25258,Kepler-1027,b,1.9,,,0.0296,1.9078052,0.0,,1.71,5537.0,0.95,rocky
25259,Kepler-251,d,3.58,,,,30.1329303,,,0.91,5622.0,0.95,icy
25260,Kepler-253,d,2.95,,,0.1284,18.11993039,0.0,,0.78,5196.0,0.87,icy
25261,Kepler-62,b,,,,,5.71488746,,,0.73,4842.0,0.79,?
25262,Kepler-1199,b,1.08,,,0.1155,15.0447198,0.0,,1.05,5934.0,0.91,rocky
25263,Kepler-250,d,,,,,17.64830851,,,0.78,5015.0,0.83,?
25264,Kepler-81,d,,,,,20.83762895,,,0.58,4500.0,0.71,?
25265,Kepler-722,c,2.71,,,0.4471,105.144749,0.0,,1.0,6077.0,1.08,icy
25266,Kepler-32,f,,,,,0.74295791,,,0.57,3791.0,0.57,?
25267,Kepler-265,e,2.46,,,,67.8318309,,,1.03,5883.0,0.98,icy
25268,Kepler-265,d,2.39,,,0.2309,43.1312147,0.0,,1.07,5839.0,0.88,icy
25269,Kepler-769,c,1.48,,,0.1272,15.9870174,0.0,,1.01,6225.0,1.07,rocky
25270,Kepler-172,e,3.26,,,0.2074,35.1184432,0.0,,1.05,5527.0,0.96,icy
25271,Kepler-1458,b,2.76,,,,47.9872764,,,0.94,5653.0,0.96,icy
25272,Kepler-1460,b,,,,,29.96306597,,,0.67,4353.0,0.68,?
25273,Kepler-302,b,,,,,30.1837021,,,1.06,5756.0,1.03,?
25274,Kepler-306,b,1.82,,,0.05,4.64622383,0.0,,0.72,4955.0,0.77,rocky
25275,Kepler-65,b,1.42,,,0.035,2.15491,,,1.41,6211.0,1.25,rocky
25276,Kepler-65,b,,,,,2.15490783,,,1.51,6149.0,1.17,?
25277,Kepler-23,d,2.4,,,,15.27438229,,,1.57,5880.0,1.1,icy
25278,Kepler-221,b,,,,,2.79589054,,,0.75,5284.79,0.91,?
25279,Kepler-224,e,,,,,18.64353935,,,0.72,5049.0,0.84,?
25280,Kepler-1356,b,,,,,0.634003,,,0.76,4993.0,0.83,?
25281,Kepler-226,d,1.42,,,0.077,8.10938,0.0,,0.81,5559.0,0.91,rocky
25282,Kepler-1358,b,1.16,,,0.0656,7.06317341,0.0,,0.82,5305.0,0.75,rocky
25283,Kepler-770,c,1.47,,,,,,,1.22,4938.0,,rocky
25284,Kepler-270,c,1.516,,,,,,,1.25,6099.0,,rocky
25285,Kepler-79,e,3.36,,,0.39,81.065298,,,1.4,6189.0,,icy
25286,Kepler-79,e,3.0,,,0.387,81.0632,0.0,,1.1,6405.0,1.18,icy
25287,Kepler-122,e,,,,,37.99487832,,,1.26,6012.0,1.11,?
25288,Kepler-267,b,1.86,,,,3.35372553,,,0.55,3886.0,0.54,rocky
25289,Kepler-781,b,2.72,,,0.1016,13.2140732,0.0,,0.73,5330.0,0.81,icy
25290,Kepler-891,b,5.82,,,0.2881,53.44944498,0.0,,1.0,5919.0,1.11,icy
25291,Kepler-251,b,1.49,,,,4.79091735,,,0.91,5622.0,0.95,rocky
25292,Kepler-254,d,2.6,,,0.137,18.74653971,0.0,,0.89,5941.0,0.97,icy
25293,Kepler-31,d,4.01,,,,,,,1.26,6088.0,,icy
25294,Kepler-1524,b,3.54,,,,70.9674603,,,1.25,6179.0,1.17,icy
25295,Kepler-1086,c,,,,,161.51525984,,,0.62,4484.48,0.7,?
25296,CoRoT-8,b,6.39,69.92,1.6,0.063,6.21229,0.0,K1 V,0.77,5080.0,0.88,gassy
25297,Kepler-1460,b,1.89,,,0.1614,29.9633247,0.0,,0.64,4463.0,0.62,rocky
25298,Kepler-1462,b,,,,,65.64866461,,,0.8,5397.0,0.94,?
25299,Kepler-1463,b,1.76,,,0.1694,25.1593389,0.0,,0.94,5973.0,1.02,rocky
25300,Kepler-1464,c,,,,,5.32784157,,,1.71,5654.0,1.0,?
25301,Kepler-1435,b,0.9,,,0.0546,4.45342418,0.0,,1.27,6256.0,1.09,rocky
25302,Kepler-1448,b,1.67,,,0.1058,12.27057043,0.0,,0.97,6075.0,1.05,rocky
25303,Kepler-304,b,2.81,,,0.0392,3.29570102,0.0,,0.69,4723.0,0.76,icy
25304,Kepler-967,b,1.86,,,0.0933,13.22713379,0.0,,0.63,5080.0,0.62,rocky
25305,Kepler-1010,b,2.47,,,0.1925,34.2685705,0.0,,0.87,5325.0,0.81,icy
25306,Kepler-342,d,2.32,,,0.2412,39.4571522,0.0,,1.18,6475.0,1.2,icy
25307,Kepler-181,b,1.33,,,0.0395,3.13784883,0.0,,0.76,5324.0,0.84,rocky
25308,Kepler-601,b,1.9,,,,5.37886844,,,0.79,5160.0,0.85,rocky
25309,Kepler-132,d,2.98,,,0.1355,18.01,,,1.41,5879.0,1.02,icy
25310,Kepler-673,b,5.941,,,,,,,0.8,5504.0,,icy
25311,Kepler-32,d,2.504,,,,,,,0.57,3731.0,,icy
25312,Kepler-114,b,1.0,,,0.0484,5.18856176,0.0,,0.54,3983.0,0.56,rocky
25313,Kepler-1057,b,,,,,14.08830133,,,0.92,6014.0,1.11,?
25314,Kepler-343,b,,,,,8.96846597,,,1.29,5750.81,1.03,?
25315,Kepler-1374,b,,,,,10.65292573,,,0.77,5319.0,0.92,?
25316,Kepler-146,b,3.23,,,0.1931,31.15879749,0.0,,1.06,6197.0,0.99,icy
25317,Kepler-1557,b,1.35,,,0.0486,3.74032496,0.0,,1.03,6225.0,1.09,rocky
25318,Kepler-389,b,1.58,,,0.0402,3.24416463,0.0,,0.79,5380.0,0.82,rocky
25319,Kepler-449,c,1.89,,,0.2018,33.67276962,0.0,,1.47,5588.0,0.97,rocky
25320,Kepler-894,b,,,,,9.80321143,,,0.87,5774.14,1.03,?
25321,Kepler-903,c,,,,,62.9224936,,,1.64,5562.0,0.98,?
25322,Kepler-312,b,,,,,1.77245107,,,1.75,6158.44,1.17,?
25323,Kepler-251,e,3.27,,,,99.6409653,,,0.91,5622.0,0.95,icy
25324,Kepler-1269,b,1.63,,,,37.3331536,,,1.15,5998.0,1.1,rocky
25325,Kepler-1417,b,1.0,,,,20.3505213,,,1.02,5839.0,1.02,rocky
25326,Kepler-85,e,1.27,,,0.163,25.216751,,,0.89,5436.0,,rocky
25327,Kepler-84,e,2.6,,,0.181,27.434389,,,1.17,6031.0,,icy
25328,Kepler-250,b,1.13,,,0.048,4.148141,,,0.81,5160.0,,rocky
25329,Kepler-139,b,2.94,,,0.127,15.771044,,,1.3,5594.0,,icy
25330,Kepler-1379,b,,,,,0.8818403,,,0.77,5201.9,0.88,?
25331,Kepler-1259,b,,,,,0.66308651,,,0.87,5100.0,0.86,?
25332,Kepler-1265,b,,,,,6.49454921,,,0.7,4614.0,0.73,?
25333,Kepler-1277,b,,,,,40.83655979,,,0.84,5613.0,0.99,?
25334,Kepler-1486,b,,,,,54.65379888,,,1.44,5758.0,1.03,?
25335,Kepler-1492,b,,,,,16.75247397,,,0.68,4528.0,0.71,?
25336,Kepler-373,c,,,,,16.726065,,,1.38,5553.0,0.98,?
25337,Kepler-1541,b,,,,,8.40699411,,,0.8,5301.74,0.91,?
25338,Kepler-212,c,2.99,,,0.2061,31.80475991,0.0,,1.36,5867.0,1.15,icy
25339,Kepler-104,b,,,,,11.42755098,,,1.05,5921.0,1.08,?
25340,Kepler-704,b,2.1,,,0.045,3.761849,0.0,,0.9,5577.0,0.88,rocky
25341,Kepler-242,b,3.04,,,0.0735,8.2039687,0.0,,0.83,5015.0,0.79,icy
25342,Kepler-705,b,2.207,,,,,,,0.56,3593.0,,icy
25343,Kepler-654,b,2.76,,,0.116,13.72446,0.0,,1.56,6029.0,1.09,icy
25344,Kepler-163,c,2.26,,,0.152,21.347262,,,0.92,5776.0,,icy
25345,Kepler-565,b,3.22,,,0.0501,4.24374723,0.0,,0.84,5876.0,0.93,icy
25346,Kepler-656,b,3.69,,,0.0232,1.26025909,0.0,,0.96,5546.0,1.04,icy
25347,Kepler-440,b,,,,,101.1107014,,,0.66,3891.0,0.64,?
25348,Kepler-148,d,,,,,51.84688984,,,0.85,5019.0,0.83,?
25349,Kepler-24,b,3.21,,,,8.14511872,,,1.11,5952.0,0.98,icy
25350,Kepler-206,b,1.32,,,0.0764,7.78199862,0.0,,1.14,5762.0,0.98,rocky
25351,Kepler-302,c,12.04,,,0.4913,127.2824442,0.0,,1.18,5733.0,0.97,gassy
25352,Kepler-869,b,2.92,,,0.2244,40.4286676,0.0,,0.83,5813.0,0.93,icy
25353,Kepler-884,b,1.16,,,0.0622,5.69919592,0.0,,0.93,5646.0,0.99,rocky
25354,Kepler-306,c,2.14,,,0.0672,7.24022418,0.0,,0.72,4955.0,0.77,rocky
25355,Kepler-290,c,,,,,36.7704935,,,0.71,4881.0,0.8,?
25356,Kepler-615,b,1.36,,,0.0756,10.35584657,0.0,,0.54,4523.0,0.54,rocky
25357,Kepler-620,b,2.74,,,0.1053,12.91375431,0.0,,1.0,6253.0,0.93,icy
25358,Kepler-976,b,,,,,105.9566815,,,0.9,4960.0,0.82,?
25359,Kepler-984,b,,,,,43.0343364,,,0.94,5596.74,0.99,?
25360,Kepler-161,b,2.07,,,0.0528,4.92135468,0.0,,0.74,5079.0,0.82,rocky
25361,Kepler-713,b,2.33,,,0.0748,7.411141,0.0,,0.92,5849.0,1.01,icy
25362,Kepler-538,b,2.13,,,0.353,81.73780699,0.0,,0.85,5564.0,0.88,rocky
25363,Kepler-484,b,,,,,10.04556899,,,0.91,5601.0,0.99,?
25364,Kepler-635,b,,,,,23.44966251,,,1.96,6296.98,1.23,?
25365,Kepler-536,b,,,,,1.8270819,,,0.86,5500.86,0.96,?
25366,Kepler-162,c,3.03,,,0.137,19.446355,,,0.96,5816.0,,icy
25367,Kepler-175,b,2.72,,,0.1047,11.90350858,0.0,,1.0,6063.0,1.08,icy
25368,Kepler-719,b,8.52,,,,5.00731778,,,0.98,5777.0,0.99,gassy
25369,Kepler-179,c,2.0,,,0.064,6.40013,,,0.76,5302.0,,rocky
25370,Kepler-179,c,2.26,,,0.0637,6.40014739,0.0,,0.76,5294.0,0.85,icy
25371,Kepler-661,b,,,,,6.02929566,,,0.68,4392.0,0.69,?
25372,Kepler-1494,b,3.34,,,0.3982,91.080482,0.0,,1.01,5915.0,1.01,icy
25373,Kepler-531,b,,,,,29.88487723,,,0.77,4784.52,0.77,?
25374,Kepler-1510,b,,,,,84.704139,,,1.4,6061.0,1.13,?
25375,Kepler-176,d,,,,,25.75274977,,,0.82,5047.0,0.84,?
25376,Kepler-1249,b,1.82,,,0.167,24.3347127,0.0,,0.97,6091.0,1.04,rocky
25377,Kepler-436,b,1.9,,,0.2502,64.001151,0.0,,0.51,4299.0,0.51,rocky
25378,Kepler-574,b,2.19,,,0.0723,7.65880048,0.0,,0.85,5657.0,0.86,rocky
25379,Kepler-751,b,,,,,17.44486016,,,0.87,5327.0,0.92,?
25380,Kepler-327,c,,,,,5.21230171,,,0.6,3864.0,0.59,?
25381,Kepler-330,b,1.35,,,0.075,8.25978,,,0.72,5117.0,,rocky
25382,Kepler-256,e,1.812,,,,,,,0.98,5608.0,,rocky
25383,Kepler-331,d,,,,,32.13412655,,,0.64,4604.9,0.73,?
25384,Kepler-333,c,,,,,24.08838547,,,0.62,4470.56,0.7,?
25385,Kepler-334,b,1.03,,,0.06,5.47033694,0.0,,1.0,5827.0,0.96,rocky
25386,Kepler-1103,b,2.02,,,0.149,19.79243,0.0,,1.06,6286.0,1.13,rocky
25387,Kepler-1105,b,1.832,,,,,,,0.58,4299.0,,rocky
25388,Kepler-296,f,1.79,,,0.263,63.335879,,,0.56,4249.0,,rocky
25389,Kepler-296,f,1.23,,,0.2253,63.3366606,0.0,,0.37,3517.0,0.38,rocky
25390,Kepler-1471,b,1.32,,,0.0429,3.63899398,0.0,,0.85,5881.0,0.79,rocky
25391,Kepler-1479,b,,,,,14.53260546,,,1.15,5840.0,1.05,?
25392,Kepler-314,c,2.9,,,0.064,5.960392,,,0.95,5378.0,,icy
25393,Kepler-917,b,1.85,,,0.0378,2.97041437,0.0,,0.75,5079.0,0.82,rocky
25394,Kepler-313,b,1.91,,,0.1175,14.9702081,0.0,,1.07,5900.0,0.96,rocky
25395,Kepler-943,b,,,,,49.76903547,,,1.71,5580.0,0.99,?
25396,Kepler-973,b,,,,,49.6075771,,,0.83,5200.66,0.88,?
25397,Kepler-1036,b,,,,,122.8799543,,,0.89,5433.0,0.95,?
25398,Kepler-1342,b,1.7,,,0.0313,2.21571296,0.0,,0.9,5417.0,0.83,rocky
25399,Kepler-122,f,2.22,,,0.287,56.2590881,0.0,,1.19,6038.0,0.99,icy
25400,Kepler-304,d,2.75,,,0.08,9.653471,,,0.69,4731.0,,icy
25401,Kepler-85,c,2.2,,,0.103,12.51217,0.0,,0.84,5666.0,0.94,icy
25402,Kepler-85,c,,,,,12.51353325,,,0.86,5495.0,0.96,?
25403,Kepler-355,b,,,,,11.0315749,,,1.25,5787.0,1.04,?
25404,Kepler-357,c,2.67,,,0.12,16.85837,,,0.83,5036.0,,icy
25405,Kepler-369,c,,,,,14.87146156,,,0.57,3655.0,0.56,?
25406,Kepler-1133,b,1.72,,,0.0959,11.55562343,0.0,,0.81,5627.0,0.88,rocky
25407,Kepler-1134,b,,,,,17.13263125,,,0.77,5238.0,0.89,?
25408,Kepler-1136,b,,,,,2.36172124,,,0.63,4444.0,0.7,?
25409,Kepler-372,c,2.5,,,0.154,20.05414,0.0,,1.3,6502.0,1.2,icy
25410,Kepler-520,c,1.05,,,0.0613,5.21104261,0.0,,1.03,6108.0,1.13,rocky
25411,Kepler-42,d,2.44,,,0.01535,1.86511302,,M4 V,0.16,3203.0,0.14,icy
25412,Kepler-296,b,1.01,,,0.03341,3.621387,,M2 V,0.37,3517.0,0.38,rocky
25413,Kepler-1234,b,,,,,11.94011823,,,0.86,4805.0,0.78,?
25414,Kepler-151,c,2.2,,,0.158,24.67424,0.0,,0.81,5439.0,0.86,icy
25415,Kepler-1236,b,,,,,31.05739412,,,0.79,5207.0,0.89,?
25416,Kepler-549,b,2.57,,,,42.9495649,,,0.84,5360.0,0.88,icy
25417,Kepler-231,b,1.61,,,0.0729,10.06525843,0.0,,0.48,3767.0,0.51,rocky
25418,Kepler-1368,b,1.44,,,0.0153,0.67564949,0.0,,0.96,5966.0,1.05,rocky
25419,Kepler-211,c,,,,,6.0404622,,,0.74,5286.58,0.91,?
25420,Kepler-714,b,,,,,8.09888774,,,1.61,5923.0,1.08,?
25421,Kepler-715,b,3.57,,,0.0933,10.00652995,0.0,,1.0,6063.0,1.08,icy
25422,Kepler-83,b,,,,,9.7704486,,,,4648.0,,?
25423,Kepler-249,c,1.27,,,0.0551,7.11372736,0.0,,0.42,3568.0,0.44,rocky
25424,Kepler-102,f,,,,,27.4536146,,,0.73,4816.0,0.78,?
25425,Kepler-37,b,0.296,3.1783,,,13.36731,0.0,,0.79,5417.0,0.87,rocky
25426,OGLE-TR-10,b,12.778,200.2329,,,,,,1.14,6075.0,1.17,gassy
25427,Kepler-926,b,1.82,,,0.2616,52.0688601,0.0,,0.8,5693.0,0.88,rocky
25428,KOI-351,h,10.01,,,0.9279,331.6011081,0.0,,1.05,6238.0,0.97,gassy
25429,Kepler-928,b,1.59,,,,3.9324613,,,0.7,4700.0,0.73,rocky
25430,Kepler-1113,b,2.81,,,,42.3004954,,,1.17,5931.0,1.12,icy
25431,Kepler-834,b,2.02,,,,13.32388301,,,0.66,4554.0,0.7,rocky
25432,Kepler-164,d,2.47,,,,28.9868326,,,1.13,6048.0,1.09,icy
25433,Kepler-978,b,2.99,,,,49.6221509,,,1.09,6002.0,1.07,icy
25434,Kepler-446,d,,,,,5.14892826,,,0.22,3386.0,0.19,?
25435,Kepler-1253,b,,,,,68.88687825,,,1.54,5670.58,1.01,?
25436,Kepler-251,e,,,,,99.64127656,,,0.89,5536.0,0.97,?
25437,Kepler-1442,b,,,,,81.41635082,,,1.7,6446.0,1.31,?
25438,Kepler-1254,b,1.54,,,0.084,9.99113313,0.0,,0.76,5130.0,0.79,rocky
25439,Kepler-1267,b,2.2,,,0.1074,13.0313945,0.0,,0.87,5565.0,0.97,icy
25440,Kepler-1289,b,1.15,,,0.077,7.99019627,0.0,,0.86,5933.0,0.95,rocky
25441,Kepler-1393,b,0.7,,,0.0344,2.44357812,0.0,,0.82,5771.0,0.91,rocky
25442,Kepler-62,f,,,,,267.282521,,,0.73,4842.0,0.79,?
25443,Kepler-1040,b,3.05,,,0.657,201.1232,0.0,,1.14,5793.0,0.94,icy
25444,Kepler-349,c,2.09,,,0.105,12.24769,0.0,,0.91,5934.0,1.02,rocky
25445,Kepler-357,b,1.7,,,0.061,6.475341,0.0,,0.72,4978.0,0.73,rocky
25446,Kepler-1106,b,1.48,,,0.024,1.2527398,0.0,,1.03,6242.0,1.11,rocky
25447,Kepler-371,b,1.84,,,0.212,34.76359,0.0,,0.95,6037.0,1.05,rocky
25448,Kepler-1157,b,0.89,,,0.046,4.457356,0.0,,0.61,4544.0,0.64,rocky
25449,Kepler-336,c,1.99,,,,9.59993139,,,1.21,5911.0,1.09,rocky
25450,Kepler-1201,b,2.29,,,,15.18725932,,,1.24,6177.0,1.15,icy
25451,Kepler-1206,b,1.64,,,,1.21699766,,,0.75,4877.0,0.8,rocky
25452,Kepler-222,b,,,,,3.93699314,,,0.85,5154.0,0.87,?
25453,Kepler-926,b,1.82,,,0.2616,52.0688601,0.0,,0.8,5693.0,0.88,rocky
25454,Kepler-935,b,1.59,,,0.0527,4.88083852,0.0,,0.86,4929.0,0.82,rocky
25455,Kepler-115,c,2.78,,,0.0856,8.99088621,0.0,,1.17,5881.0,1.03,icy
25456,Kepler-821,b,1.28,,,0.029,1.92279971,0.0,,0.81,5194.0,0.88,rocky
25457,Kepler-155,b,2.09,,,0.056,5.931194,,,0.62,4508.0,,rocky
25458,Kepler-149,b,,,,,29.19899219,,,1.0,5380.49,0.93,?
25459,Kepler-482,b,2.2,,,0.2498,56.35418576,0.0,,0.67,4616.0,0.65,icy
25460,Kepler-79,c,2.96,,,0.1829,27.40232089,0.0,,1.04,6388.0,1.08,icy
25461,Kepler-117,b,6.04,,,0.1473,18.79590048,0.0,,1.18,6466.0,1.21,gassy
25462,Kepler-624,b,,,,,14.58655862,,,1.22,6176.34,1.18,?
25463,Kepler-626,b,2.29,,,,14.48585199,,,1.05,5813.0,1.01,icy
25464,Kepler-23,d,,,,,15.27443889,,,1.53,5861.98,1.06,?
25465,Kepler-295,c,,,,,21.5262958,,,2.38,5327.0,,?
25466,Kepler-532,b,2.62,,,0.1012,12.92489803,0.0,,0.77,5103.0,0.82,icy
25467,KOI-351,c,1.53,,,0.0854,8.71980135,0.0,,1.2,5970.0,1.09,rocky
25468,Kepler-945,b,2.72,,,0.2037,31.0033072,0.0,,1.07,6090.0,1.17,icy
25469,Kepler-224,e,2.55,,,0.129,18.64385,0.0,,0.72,5210.0,0.82,icy
25470,Kepler-672,b,2.3,,,0.223,38.37784,0.0,,0.9,5899.0,1.0,icy
25471,Kepler-888,b,2.22,,,0.344,70.6985,0.0,,1.18,6190.0,1.08,icy
25472,Kepler-154,d,,,,,20.54979044,,,1.05,5740.0,1.03,?
25473,Kepler-684,b,3.5,,,0.069,6.770278,0.0,,0.86,5766.0,0.97,icy
25474,Kepler-185,b,1.16,,,0.0254,1.63291885,0.0,,0.79,5205.0,0.81,rocky
25475,Kepler-551,b,2.23,,,0.088,12.376487,0.0,,0.56,4282.0,0.59,icy
25476,Kepler-271,c,,,,,7.41084314,,,0.78,5645.65,1.0,?
25477,Kepler-171,c,,,,,11.46347335,,,1.0,5521.0,0.97,?
25478,Kepler-732,c,1.42,,,,,,,0.53,3582.0,,rocky
25479,Kepler-986,b,2.09,,,0.2863,56.4349938,0.0,,0.88,5734.0,0.98,rocky
25480,Kepler-566,b,2.15,,,,18.42794624,,,0.79,5132.0,0.83,rocky
25481,Kepler-194,c,2.6,,,0.1294,17.30797625,0.0,,1.0,6085.0,0.96,icy
25482,Kepler-226,c,,,,,5.34955382,,,0.89,5338.0,0.92,?
25483,Kepler-228,c,,,,,4.13442899,,,1.18,5675.0,1.01,?
25484,Kepler-166,d,,,,,1.55400192,,,0.78,5230.0,0.89,?
25485,Kepler-293,b,,,,,19.25404023,,,0.87,5412.0,0.94,?
25486,Kepler-61,b,2.696,,,,,,,0.63,4158.0,0.67,icy
25487,Kepler-61,b,2.17,,,0.2523,59.877824,0.0,,0.6,4014.0,0.6,rocky
25488,Kepler-290,c,3.44,,,0.2043,36.7704731,0.0,,0.76,5153.0,0.85,icy
25489,Kepler-1107,b,1.38,,,0.0129,0.57103852,0.0,,0.86,5203.0,0.88,rocky
25490,Kepler-122,d,,,,,21.58752788,,,1.26,6012.0,1.11,?
25491,Kepler-347,b,,,,,12.7983174,,,1.45,5833.0,1.05,?
25492,Kepler-1047,c,,,,,3.18899015,,,1.75,5566.56,0.98,?
25493,Kepler-1061,b,,,,,2.75797738,,,0.98,6126.0,1.16,?
25494,Kepler-1065,b,,,,,3.60931306,,,0.97,5469.0,0.96,?
25495,Kepler-1068,b,,,,,16.92342126,,,1.02,5645.0,1.0,?
25496,Kepler-329,c,2.47,,,0.116,18.68465,0.0,,0.57,4354.0,0.6,icy
25497,Kepler-336,c,1.89,,,0.09,9.599922,0.0,,0.96,6064.0,1.06,rocky
25498,Kepler-1021,b,2.2,,,0.106,13.474881,0.0,,0.77,5434.0,0.88,icy
25499,Kepler-1271,b,,,,,3.02555475,,,1.17,6050.0,1.13,?
25500,Kepler-1273,b,1.818,,,,,,,0.72,5768.0,,rocky
25501,Kepler-1414,b,3.4,,,0.044,3.515763,0.0,,1.94,4977.0,0.92,icy
25502,Kepler-130,d,,,,,87.51756205,,,1.18,5958.0,1.09,?
25503,Kepler-1609,b,2.653,,,,,,,1.67,5802.0,,icy
25504,Kepler-1610,b,,,,,8.70179611,,,0.73,5106.92,0.86,?
25505,Kepler-444,f,,,,,9.74048028,,,0.8,5058.0,0.84,?
25506,Kepler-1613,b,2.34,,,0.0264,1.5184299,0.0,,1.27,6302.0,1.06,icy
25507,Kepler-1615,b,,,,,47.31239762,,,1.62,5670.0,1.01,?
25508,Kepler-389,c,,,,,14.5123622,,,0.71,5104.0,0.86,?
